user_id,item_id,rating
0,0,5.0
1,1,5.0
2,2,5.0
2,1,5.0
3,2,5.0
4,2,5.0
5,1,4.0
6,3,4.0
7,4,4.0
8,1,5.0
9,5,4.0
10,2,1.0
10,1,5.0
2,0,5.0
11,3,3.0
12,6,5.0
13,2,5.0
14,7,5.0
15,1,4.0
16,2,3.0
17,2,4.0
18,2,5.0
19,8,2.0
20,2,5.0
21,6,5.0
22,9,5.0
23,1,5.0
24,2,5.0
25,10,5.0
26,11,5.0
13,12,5.0
27,5,5.0
28,11,4.0
29,13,5.0
30,2,4.0
31,14,2.0
32,13,5.0
33,15,4.0
34,2,5.0
35,0,5.0
36,1,4.0
15,7,5.0
37,7,4.0
38,11,4.0
39,13,4.0
40,8,5.0
34,16,5.0
15,13,5.0
41,2,5.0
34,17,4.0
42,14,4.0
43,13,5.0
44,7,5.0
45,9,4.0
46,11,4.0
15,18,5.0
31,2,5.0
47,19,5.0
34,19,5.0
48,2,5.0
49,7,5.0
50,11,5.0
37,8,5.0
34,13,5.0
51,13,5.0
52,13,5.0
53,3,5.0
54,20,4.0
55,13,4.0
56,2,4.0
15,2,5.0
15,21,5.0
57,7,5.0
58,22,5.0
59,23,5.0
60,2,5.0
61,1,5.0
8,7,5.0
62,18,4.0
62,14,4.0
63,2,5.0
63,9,4.0
64,2,4.0
33,11,2.0
15,8,5.0
65,2,5.0
66,8,4.0
66,14,5.0
66,11,4.0
67,14,3.0
68,2,4.0
69,2,5.0
70,24,5.0
71,2,5.0
42,11,1.0
72,14,5.0
20,11,3.0
73,14,4.0
73,11,5.0
74,8,5.0
67,15,3.0
75,13,4.0
20,14,3.0
76,25,5.0
15,26,4.0
15,11,3.0
77,19,5.0
78,0,4.0
79,20,5.0
9,11,3.0
80,10,5.0
81,27,5.0
82,2,2.0
83,28,4.0
81,29,5.0
81,25,5.0
84,21,5.0
85,25,5.0
85,30,5.0
85,31,5.0
86,26,5.0
74,26,5.0
87,13,5.0
88,20,4.0
89,32,5.0
90,14,5.0
15,29,5.0
81,33,5.0
15,33,5.0
85,2,5.0
91,2,5.0
59,2,5.0
92,11,5.0
93,26,4.0
15,10,5.0
15,15,4.0
22,2,4.0
94,18,4.0
15,34,5.0
95,35,4.0
96,12,5.0
68,26,4.0
34,14,5.0
97,36,5.0
76,14,5.0
98,26,5.0
99,37,5.0
100,38,5.0
101,34,3.0
101,19,4.0
102,3,4.0
25,34,5.0
103,33,4.0
33,32,3.0
2,19,5.0
104,37,5.0
81,8,5.0
105,33,5.0
106,21,5.0
67,39,5.0
107,8,5.0
108,40,5.0
108,41,5.0
109,42,4.0
110,0,5.0
111,43,4.0
111,41,5.0
74,7,5.0
112,21,5.0
15,40,5.0
113,25,5.0
114,26,5.0
115,40,4.0
116,39,5.0
117,37,5.0
118,10,5.0
118,14,5.0
22,26,5.0
119,37,3.0
120,29,5.0
114,44,5.0
121,37,5.0
122,26,5.0
123,14,4.0
124,44,5.0
125,45,5.0
126,46,5.0
29,46,5.0
127,47,5.0
128,21,5.0
41,37,5.0
129,45,5.0
130,26,5.0
131,28,4.0
132,48,4.0
133,8,3.0
134,49,5.0
22,50,1.0
22,33,5.0
118,9,5.0
135,46,4.0
136,51,5.0
137,3,4.0
68,44,4.0
11,49,5.0
138,42,5.0
139,46,5.0
140,44,5.0
22,37,1.0
118,15,5.0
141,52,5.0
142,53,5.0
142,54,5.0
22,8,3.0
143,36,5.0
144,55,5.0
118,56,5.0
145,37,2.0
146,57,5.0
146,58,5.0
139,44,5.0
147,40,4.0
147,41,4.0
89,44,5.0
141,23,5.0
101,37,1.0
15,37,5.0
118,29,4.0
72,29,4.0
148,59,5.0
149,15,5.0
20,15,4.0
83,40,5.0
150,59,5.0
151,21,3.0
152,14,5.0
153,44,4.0
154,49,5.0
108,25,5.0
155,18,5.0
156,40,5.0
21,60,4.0
