user_id,item_id,rating
0,0,5.0
0,1,5.0
1,2,5.0
2,2,5.0
3,2,4.0
4,2,5.0
5,3,5.0
0,4,5.0
0,5,5.0
0,6,5.0
0,7,5.0
0,8,5.0
0,9,5.0
6,9,5.0
6,5,4.0
0,10,5.0
0,11,5.0
7,9,5.0
0,12,5.0
0,13,5.0
0,14,5.0
0,15,3.0
8,2,4.0
6,16,5.0
7,17,5.0
7,18,5.0
7,16,5.0
6,18,4.0
0,18,5.0
0,16,5.0
7,19,5.0
6,19,3.0
7,13,5.0
0,20,5.0
0,21,5.0
6,22,4.0
9,23,2.0
10,20,5.0
11,24,4.0
0,25,5.0
7,26,5.0
12,27,3.0
12,28,4.0
12,9,4.0
12,22,4.0
0,29,5.0
7,30,5.0
7,31,5.0
13,25,5.0
7,32,5.0
7,33,5.0
7,29,5.0
7,27,5.0
7,25,5.0
7,34,5.0
6,34,5.0
5,35,5.0
0,34,5.0
0,36,5.0
0,22,5.0
14,35,4.0
0,37,5.0
0,31,5.0
0,38,4.0
2,39,5.0
15,40,5.0
16,41,4.0
0,42,4.0
0,30,5.0
17,43,5.0
18,39,5.0
19,34,5.0
19,9,4.0
6,26,4.0
0,33,5.0
0,26,5.0
7,37,5.0
7,44,4.0
20,2,4.0
21,42,5.0
0,45,5.0
0,46,4.0
15,47,5.0
22,24,3.0
23,23,3.0
24,6,3.0
25,28,3.0
25,48,3.0
25,23,3.0
19,49,3.0
26,17,5.0
27,34,3.0
28,33,1.0
28,9,5.0
15,50,4.0
15,42,5.0
0,51,5.0
0,43,5.0
0,52,5.0
0,53,5.0
15,54,4.0
0,55,4.0
19,22,5.0
0,56,5.0
0,50,3.0
0,57,5.0
19,6,4.0
29,58,5.0
30,59,4.0
30,5,4.0
31,60,5.0
30,20,5.0
32,48,3.0
33,47,5.0
23,61,5.0
15,62,5.0
19,38,3.0
34,47,4.0
34,24,4.0
35,63,4.0
36,57,4.0
37,64,5.0
38,63,4.0
30,65,4.0
34,36,4.0
39,58,5.0
40,2,4.0
41,66,4.0
36,56,4.0
15,67,4.0
0,62,5.0
12,38,3.0
27,33,4.0
0,68,5.0
42,23,1.0
14,69,3.0
43,63,4.0
0,70,5.0
44,71,3.0
14,42,1.0
29,72,5.0
44,73,4.0
12,64,5.0
45,61,5.0
37,58,4.0
36,43,4.0
46,38,4.0
0,74,5.0
0,49,5.0
0,54,5.0
19,75,5.0
13,76,4.0
47,40,4.0
15,77,4.0
13,69,4.0
48,41,5.0
5,69,5.0
49,43,5.0
36,40,3.0
50,48,3.0
16,23,3.0
44,48,3.0
51,9,4.0
51,58,1.0
0,78,5.0
0,79,5.0
36,80,4.0
37,44,4.0
37,22,4.0
52,75,2.0
53,25,5.0
13,81,5.0
26,75,3.0
37,16,4.0
53,59,4.0
13,80,5.0
13,82,5.0
54,48,4.0
55,41,5.0
56,53,3.0
57,28,5.0
15,35,4.0
19,83,5.0
12,53,3.0
58,75,5.0
59,84,5.0
37,53,4.0
36,71,4.0
59,71,5.0
36,73,3.0
60,42,1.0
61,53,4.0
5,85,5.0
13,85,5.0
62,19,5.0
48,69,5.0
54,75,4.0
13,86,5.0
15,87,4.0
13,87,5.0
13,88,5.0
13,89,5.0
63,40,4.0
48,3,4.0
49,90,5.0
15,58,4.0
62,12,2.0
64,91,5.0
62,53,3.0
15,88,5.0
30,92,5.0
32,90,5.0
65,93,4.0
66,94,5.0
6,30,4.0
26,53,5.0
26,12,4.0
13,95,5.0
60,96,5.0
21,97,5.0
60,98,5.0
67,96,5.0
38,96,3.0
61,99,5.0
0,69,5.0
0,100,5.0
0,83,5.0
0,72,5.0
54,101,1.0
65,102,3.0
15,98,5.0
36,69,4.0
26,45,4.0
37,103,4.0
26,104,1.0
36,21,1.0
16,53,3.0
16,104,3.0
68,105,5.0
69,106,5.0
70,98,5.0
13,107,5.0
71,106,5.0
13,108,5.0
72,98,5.0
21,96,5.0
13,109,5.0
73,110,3.0
60,111,5.0
67,111,5.0
74,112,5.0
36,83,3.0
67,97,5.0
75,6,4.0
62,9,3.0
38,113,4.0
36,91,5.0
27,114,5.0
74,115,4.0
67,85,5.0
76,115,4.0
77,85,5.0
13,116,5.0
13,103,5.0
63,38,4.0
78,80,4.0
15,72,4.0
79,117,4.0
27,118,4.0
73,97,5.0
80,112,5.0
81,108,4.0
82,119,4.0
73,96,2.0
16,27,2.0
62,46,3.0
83,120,5.0
16,121,3.0
84,115,4.0
16,97,5.0
63,54,4.0
16,96,5.0
54,90,4.0
61,76,3.0
13,6,5.0
84,112,5.0
33,45,2.0
85,90,5.0
86,122,5.0
64,123,4.0
13,111,5.0
62,50,4.0
71,124,5.0
69,124,5.0
62,36,2.0
87,75,4.0
88,125,4.0
89,126,4.0
16,111,5.0
90,127,4.0
91,119,5.0
92,128,3.0
93,112,5.0
94,129,5.0
95,128,4.0
96,130,4.0
97,33,5.0
97,131,1.0
97,132,2.0
13,133,3.0
55,98,5.0
67,134,5.0
98,43,5.0
98,83,3.0
87,130,3.0
99,115,1.0
100,76,4.0
64,60,4.0
101,135,3.0
77,111,4.0
38,136,4.0
99,137,5.0
21,111,5.0
72,128,4.0
6,45,4.0
47,136,4.0
102,133,3.0
103,99,4.0
101,138,3.0
75,139,5.0
90,112,5.0
104,96,4.0
61,140,5.0
41,119,5.0
105,128,4.0
106,128,3.0
13,141,5.0
76,112,5.0
26,138,5.0
107,115,4.0
108,3,4.0
101,142,3.0
108,111,5.0
54,143,5.0
16,134,4.0
108,41,4.0
108,42,4.0
108,144,4.0
109,38,5.0
110,76,3.0
53,143,5.0
14,111,4.0
109,6,4.0
15,80,5.0
109,54,5.0
13,145,5.0
15,141,4.0
36,46,2.0
111,146,5.0
109,23,3.0
112,145,4.0
112,147,4.0
112,100,4.0
13,148,3.0
113,145,4.0
113,149,3.0
113,21,4.0
73,69,2.0
113,72,5.0
114,75,1.0
115,150,4.0
0,87,5.0
0,98,5.0
0,126,5.0
0,111,5.0
0,96,5.0
116,151,5.0
117,152,3.0
101,151,2.0
118,127,4.0
119,153,5.0
119,154,5.0
95,155,4.0
95,156,4.0
58,57,5.0
120,157,3.0
96,57,5.0
96,111,5.0
121,158,5.0
122,43,1.0
123,153,5.0
124,103,4.0
124,66,4.0
38,159,4.0
112,160,5.0
13,161,4.0
90,160,5.0
16,162,4.0
125,162,4.0
16,57,4.0
32,23,4.0
21,148,5.0
126,28,3.0
16,142,4.0
127,150,5.0
86,163,5.0
128,77,4.0
14,148,4.0
95,164,4.0
66,23,3.0
129,162,4.0
77,97,3.0
108,57,5.0
28,165,3.0
73,3,5.0
43,159,4.0
97,26,5.0
130,166,5.0
131,166,5.0
129,159,4.0
64,128,4.0
125,167,5.0
117,87,3.0
132,54,5.0
132,38,5.0
64,127,5.0
12,130,4.0
30,168,5.0
61,169,5.0
133,170,5.0
134,171,5.0
127,119,5.0
125,113,5.0
135,172,5.0
129,166,4.0
86,173,5.0
136,174,5.0
137,175,5.0
138,60,4.0
139,28,4.0
136,176,4.0
57,177,5.0
112,122,4.0
140,166,5.0
141,172,4.0
142,159,5.0
124,5,5.0
88,172,4.0
136,178,4.0
60,63,4.0
136,179,4.0
67,180,5.0
30,162,4.0
75,79,4.0
143,176,1.0
75,181,5.0
108,180,5.0
19,162,5.0
139,182,4.0
129,136,4.0
107,182,2.0
144,29,5.0
26,183,5.0
64,119,5.0
44,179,4.0
108,151,3.0
77,57,5.0
145,111,4.0
126,184,4.0
125,125,5.0
146,123,2.0
54,165,5.0
147,185,5.0
148,75,3.0
146,56,1.0
13,151,5.0
114,179,5.0
140,186,5.0
149,187,4.0
144,25,5.0
149,56,5.0
144,13,5.0
36,138,2.0
150,176,1.0
30,119,4.0
143,29,5.0
151,183,3.0
152,136,4.0
112,188,5.0
143,13,5.0
153,189,2.0
13,190,5.0
154,159,3.0
0,183,5.0
155,127,4.0
156,179,3.0
47,166,4.0
47,171,4.0
32,174,4.0
101,137,4.0
157,191,5.0
75,168,5.0
158,192,5.0
106,156,4.0
57,193,5.0
146,137,5.0
55,134,5.0
13,194,5.0
30,104,4.0
57,195,5.0
57,49,4.0
30,142,3.0
159,196,5.0
57,17,5.0
30,197,4.0
30,198,3.0
151,199,3.0
155,124,4.0
122,200,2.0
148,56,4.0
160,186,5.0
148,49,4.0
161,153,5.0
162,49,4.0
163,73,5.0
33,159,2.0
148,102,2.0
164,48,4.0
163,201,5.0
138,202,5.0
13,143,5.0
16,203,3.0
62,204,5.0
144,204,1.0
30,205,2.0
7,114,5.0
165,155,1.0
166,206,4.0
7,207,5.0
155,196,3.0
167,168,4.0
168,208,5.0
169,137,3.0
170,90,4.0
171,4,4.0
172,209,5.0
173,210,5.0
16,211,5.0
116,58,4.0
108,85,4.0
112,210,5.0
13,212,5.0
116,213,5.0
30,101,5.0
64,214,5.0
174,187,4.0
104,111,5.0
175,215,5.0
176,137,4.0
177,216,5.0
178,217,4.0
179,215,5.0
149,177,4.0
180,187,3.0
181,5,5.0
148,17,5.0
182,218,5.0
7,219,5.0
13,220,5.0
181,167,5.0
183,179,5.0
184,32,5.0
185,221,5.0
186,204,4.0
187,222,5.0
188,223,5.0
189,167,4.0
80,119,5.0
100,159,4.0
30,151,2.0
38,223,5.0
137,209,4.0
190,131,2.0
13,224,4.0
191,167,5.0
192,56,3.0
192,137,5.0
192,27,3.0
192,104,3.0
192,225,3.0
13,187,4.0
13,207,4.0
192,174,4.0
192,49,2.0
192,218,2.0
192,176,4.0
72,223,5.0
96,218,3.0
30,53,5.0
93,226,4.0
168,226,4.0
111,227,5.0
193,209,4.0
126,226,4.0
13,213,5.0
194,210,5.0
30,225,3.0
16,228,2.0
195,223,5.0
96,229,3.0
30,109,2.0
101,167,2.0
196,230,5.0
197,48,2.0
95,231,4.0
38,224,3.0
90,226,5.0
149,150,5.0
30,228,2.0
13,204,5.0
136,218,4.0
21,232,5.0
146,218,2.0
198,28,3.0
199,167,5.0
199,125,5.0
199,113,5.0
96,233,4.0
182,234,4.0
96,212,5.0
200,232,5.0
96,228,4.0
123,235,5.0
16,179,4.0
201,226,4.0
56,223,4.0
91,236,5.0
202,228,4.0
56,237,4.0
75,97,3.0
18,175,5.0
144,220,4.0
41,238,5.0
203,177,4.0
204,150,4.0
71,184,5.0
7,212,5.0
155,239,4.0
108,98,5.0
182,191,4.0
205,240,5.0
206,233,3.0
207,230,5.0
208,114,5.0
88,223,5.0
209,196,5.0
210,241,4.0
211,23,3.0
212,242,4.0
84,226,4.0
213,75,4.0
214,226,4.0
84,202,4.0
86,243,5.0
195,87,5.0
204,239,5.0
215,136,5.0
216,106,2.0
197,91,3.0
217,244,4.0
218,140,4.0
219,233,3.0
97,100,4.0
220,186,5.0
63,72,5.0
61,235,5.0
13,245,4.0
112,238,5.0
221,239,5.0
67,246,4.0
90,184,4.0
222,175,5.0
174,210,5.0
215,62,4.0
223,230,4.0
96,247,5.0
224,239,4.0
213,220,4.0
195,248,5.0
224,28,1.0
225,195,4.0
226,115,3.0
54,249,4.0
227,239,5.0
47,249,4.0
188,249,4.0
13,237,5.0
228,154,5.0
48,246,5.0
121,250,5.0
106,249,4.0
129,223,5.0
229,206,3.0
230,191,5.0
27,251,4.0
13,252,4.0
131,253,4.0
133,224,4.0
51,254,5.0
170,150,3.0
112,255,5.0
152,186,1.0
21,63,4.0
231,252,5.0
232,229,4.0
233,256,5.0
36,204,4.0
182,257,4.0
47,223,5.0
67,258,4.0
27,100,4.0
182,259,4.0
51,230,5.0
136,260,4.0
7,220,4.0
125,261,5.0
234,247,3.0
235,262,5.0
161,263,5.0
236,263,5.0
237,100,4.0
238,264,5.0
99,253,1.0
143,100,5.0
227,218,4.0
199,261,5.0
239,113,5.0
239,125,5.0
239,177,4.0
240,232,5.0
140,53,5.0
241,234,5.0
140,12,4.0
239,195,5.0
145,188,4.0
63,64,4.0
242,255,5.0
215,172,3.0
43,230,3.0
140,45,4.0
63,137,1.0
243,265,5.0
244,100,4.0
117,126,3.0
171,66,3.0
245,167,4.0
103,153,5.0
103,235,4.0
101,100,1.0
13,238,5.0
134,266,5.0
246,267,4.0
94,240,5.0
245,100,1.0
246,214,4.0
63,204,5.0
157,259,5.0
237,268,4.0
247,61,5.0
